linker_smiles,count
CCCc1nc(C=O)c(CCC)c([N][N]c2c(C=O)c(CCC)nc(C=O)c2CCC)c1C=O,1
CCCc1cc(C(=O)[O-])c(C=O)cc1[N][N]c1cc(C=O)c(C(=O)[O-])cc1CCC,1
Brc1nccc([N][N]c2ccnc(Br)c2Br)c1Br,1
CCCc1cc([N][N]c2cc(CCC)c(C(=O)[O-])c(CCC)c2)cc(CCC)c1C(=O)[O-],1
O=C([O-])c1ccc2c(Br)cc3c4cc(C(=O)[O-])ccc4c(Br)cc3c2c1,1
CCCOc1cc([N][N]c2ccc(C(=O)[O-])c(OCCC)c2)ccc1C(=O)[O-],1
CCCOc1cc([N][N]c2ccnc(OCCC)c2)ccn1,1
Cc1cnccc1N=Nc1ccncc1C,1
Cc1cc([N][N]c2cc(C)c(C(=O)[O-])cc2I)c(I)cc1C(=O)[O-],1
CCCOc1cc(C(=O)[O-])ccc1[N][N]c1ccc(C(=O)[O-])cc1OCCC,1
CCc1cc(C(=O)[O-])ccc1[N][N]c1ccc(C(=O)[O-])cc1CC,1
CCc1cc([N][N]c2ccnc(CC)c2)ccn1,1
COc1cc(C(=O)[O-])ccc1[N][N]c1ccc(C(=O)[O-])c(OC)c1,1
COC1CC2(C(=O)[O-])C(N)CC1(C(=O)[O-])C(N)C2N,1
COc1cc(C(=O)[O-])ccc1[N][N]c1ccc(C(=O)[O-])cc1,1
COc1cnc(N)cc1N=Nc1ccncc1N,1
O=[N+]([O-])c1cnc([N+](=O)[O-])c(-c2ccccc2)c1N=Nc1ccnc(-c2ccccc2)c1[N+](=O)[O-],1
CCCc1cc(C(=O)[O-])ccc1[N][N]c1ccc(C(=O)[O-])cc1,1
CCCc1cc([N][N]c2ccnc(OCC)c2)ccn1,1
O=C([O-])c1ccc([N][N]c2ccc(C(=O)[O-])cc2I)c(I)c1,1
O=C([O-])c1c(Cl)c(Cl)c(N=Nc2c(Cl)c(Cl)c(C(=O)[O-])c(I)c2Cl)c(Cl)c1I,1
Clc1cnc(Cl)c(Cl)c1N=Nc1c(Cl)cnc(Cl)c1Cl,1
O=C([O-])C12C3C4C1(I)C1C2C3(I)C41C(=O)[O-],1
O=Cc1cnccc1[N][N]c1ccncc1C=O,1
CCCOc1cc([C](F)[C](F)c2cc(OCCC)c(C(=O)[O-])c(F)c2F)c(F)c(F)c1C(=O)[O-],1
CCCOc1nc(F)c(F)c([N][N]c2c(F)c(F)nc(OCCC)c2F)c1F,1
O=C([O-])c1c(F)cc([N][N]c2cc(F)c(C(=O)[O-])c(F)c2F)c(F)c1F,1
Cc1cnccc1[N][N]c1ccncc1C,1
CCOc1cc([N][N]c2ccc(C(=O)[O-])c(OCC)c2)ccc1C(=O)[O-],1
CCOc1cc(C2=N[N]C(c3ccc(C(=O)[O-])c(OCC)c3)=N[N]2)ccc1C(=O)[O-],1
COc1cc([N][N]c2cc(OC)c(C(=O)[O-])c(OC)c2)cc(OC)c1C(=O)[O-],1
O=Cc1cc(C2=N[N]C(c3ccc(C(=O)[O-])c(C=O)c3)=N[N]2)ccc1C(=O)[O-],1
CNc1nc([N+](=O)[O-])c(NC)c([N][N]c2c(NC)c([N+](=O)[O-])nc(NC)c2[N+](=O)[O-])c1[N+](=O)[O-],1
CNc1cc(C2=N[N]C(c3cc(NC)c(C(=O)[O-])cc3[N+](=O)[O-])=N[N]2)c([N+](=O)[O-])cc1C(=O)[O-],1
O=C([O-])c1cc(Cl)c(N=Nc2c(Cl)cc(C(=O)[O-])c(O)c2O)c(O)c1O,1
Oc1cc([N][N]c2cc(O)nc(Cl)c2Cl)c(Cl)c(Cl)n1,1
O=C([O-])c1c(O)c(O)c(N2C(=O)c3c(Cl)cc4c5c(O)c(Cl)c6c7c(c(Cl)cc(c8c(O)c(Cl)c(c3c48)C2=O)c75)C(=O)N(c2c(O)c(O)c(C(=O)[O-])c(O)c2Cl)C6=O)c(Cl)c1O,1
O=C([O-])c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(C(=O)[O-])c(-c3ccccc3)c2)C6=O)cc1-c1ccccc1,1
c1ccc(-c2cnccc2[N][N]c2ccncc2-c2ccccc2)cc1,1
COc1cc(N2C(=O)c3ccc4c5c(OC)cc6c7c(ccc(c8c(OC)cc(c3c48)C2=O)c75)C(=O)N(c2ccc(C(=O)[O-])c(OC)c2)C6=O)ccc1C(=O)[O-],1
O=C([O-])c1c(F)cc([N][N]c2cc(F)c(C(=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1
O=[N+]([O-])c1cnc([N+](=O)[O-])c([N+](=O)[O-])c1N=Nc1c([N+](=O)[O-])cnc([N+](=O)[O-])c1[N+](=O)[O-],1
CNc1cc([N][N]c2cc(NC)nc([N+](=O)[O-])c2)cc([N+](=O)[O-])n1,1
Nc1cnccc1N=Nc1ccncc1N,1
Brc1cc([N][N]c2cc(Br)ncc2Br)c(Br)cn1,1
O=C([O-])c1cc(O)c2cc(C(=O)[O-])ccc2c1,1
COC(C#CC(=O)[O-])=C(F)C#CC(=O)[O-],1
COc1c(C(=O)[O-])c(F)c2ccc(C(=O)[O-])cc2c1OC,1
COc1c(C(=O)[O-])cc2ccc(C(=O)[O-])c(F)c2c1F,1
O=C([O-])c1cc(F)c2cc(C(=O)[O-])ccc2c1,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])c(F)c4ccc(c1F)c2c34,1
O=C([O-])c1cc2c3c(c1)c(Br)c(Br)c1cc(C(=O)[O-])cc(c13)[C](Cl)[C]2Cl,1
O=C([O-])c1cc2c(Cl)c(Cl)c3cc(C(=O)[O-])cc4c(Br)c(Br)c(c1)c2c34,1
CNc1c(NC)c2cc(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
O=C([O-])C#CC12CC(Br)C(C#CC(=O)[O-])(C(I)C1)C(I)C2I,1
O=C([O-])c1cc2c(Br)cc3c(Br)c(C(=O)[O-])c(I)c4cc(Br)c(c1)c2c34,1
CCCOC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2O,1
O=Cc1c(C(=O)[O-])cc2ccc3cc(C(=O)[O-])cc4ccc1c2c34,1
CCC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2Br,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])cc4c(Br)cc(c1)c2c34,1
CNc1c(C(=O)[O-])cc2ccc3cc(C(=O)[O-])cc4c(Br)cc1c2c34,1
[O]S([O])(O)c1c(C(=O)[O-])cc2ccc3cc(C(=O)[O-])cc4cc(Cl)c1c2c34,1
CCCOC1(Br)CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])c(Br)c4ccc(c1)c2c34,1
CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2F,1
COc1c(OC)c2cc(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
Nc1c(C(=O)[O-])cc2ccc3c(N)c(C(=O)[O-])cc4ccc1c2c43,1
O=C([O-])C#CC12C3C4(I)C1C1(I)C2(I)C3(Br)C41C#CC(=O)[O-],1
O=C([O-])C#CC12C3C4(I)C1(Br)C1(Br)C2(Br)C3(I)C41C#CC(=O)[O-],1
O=C([O-])C#CC12C3C4C1C1(I)C4(C#CC(=O)[O-])C3C21Br,1
O=C([O-])c1cc2c(Br)c(Br)c3c(Br)c(C(=O)[O-])c(Br)c4cc(I)c(c1Br)c2c43,1
O=C([O-])c1cc2c(Br)c(Br)c3cc(C(=O)[O-])c(I)c4c(I)cc(c1Br)c2c34,1
O=C([O-])c1cc2c(Br)cc3c(I)c(C(=O)[O-])c(Br)c4cc(Br)c(c1Br)c2c43,1
CCCOc1cc2cc(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
O=C([O-])c1cc2ccc3c(C(=O)O)c(C(=O)[O-])cc4c(C(=O)O)cc(c1)c2c43,1
NC12C3C4C5(N)C3(C#CC(=O)[O-])C1C5(N)C42C#CC(=O)[O-],1
Nc1c(N)c2c(N)c(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
Nc1cc2c(N)c(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
CCCC12C3C4C5C(C41C#CC(=O)[O-])C2(S([O])([O])O)C53C#CC(=O)[O-],1
CCCC12C3C4C1(C#CC(=O)[O-])C1(S([O])([O])O)C2C3(C#CC(=O)[O-])C41S([O])([O])O,1
CCCc1c(C(=O)[O-])cc2ccc3cc(C(=O)[O-])cc4ccc1c2c34,1
[O]S([O])(O)c1cc2c(S([O])([O])O)c(C(=O)[O-])cc3c(S([O])([O])O)cc4cc(C(=O)[O-])cc1c4c32,1
[O]S([O])(O)c1cc2cc(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
O=C([O-])C#CC12C3C4C1C1(O)C4(C#CC(=O)[O-])C3C21O,1
Nc1cc2c(O)c(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])cc4c(O)c(O)c(c1)c2c34,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])cc4c([N+](=O)[O-])cc(c1)c2c34,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])c([N+](=O)[O-])c4ccc(c1)c2c34,1
COC12C3C4C5C3(C#CC(=O)[O-])C1(c1ccccc1)C5(OC)C42C#CC(=O)[O-],1
Cc1cc2cc(C(=O)[O-])cc3ccc4cc(C(=O)[O-])c(O)c1c4c32,1
Cc1cc2cc(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])c(O)c4ccc(c1)c2c34,1
NC12C3C4C5C(C41C#CC(=O)[O-])C2(C(=O)O)C53C#CC(=O)[O-],1
Nc1cc2cc(C(=O)[O-])cc3cc(C(=O)O)c4c(C(=O)O)c(C(=O)[O-])cc1c4c23,1
Nc1c(C(=O)[O-])c(N)c2c(N)cc3cc(C(=O)[O-])cc4ccc1c2c43,1
Nc1c(C(=O)[O-])c(N)c2ccc3cc(C(=O)[O-])cc4ccc1c2c43,1
COC12C3(C#CC(=O)[O-])C4C5C3C1(Cl)C5(C#CC(=O)[O-])C42Cl,1
CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(O)C2,1
CCC1(CC)CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(O)C2(O)CC,1
CCC1C(CC)C2(C#CC(=O)[O-])C(O)C(O)C1(C#CC(=O)[O-])C(O)C2(CC)CC,1
CCC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(CC)(CC)C2,1
CCOC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(Cl)C2Cl,1
CC1C2(C#CC(=O)[O-])CC(C)(C)C(C#CC(=O)[O-])(C(C)C2Cl)C1(C)C,1
CC1C(Cl)C2(C#CC(=O)[O-])CC(Cl)(Cl)C1(C#CC(=O)[O-])CC2Cl,1
CC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(Cl)C2,1
COC12C3C4(C#CC(=O)[O-])C5C3(C=O)C1(C#CC(=O)[O-])C5(C=O)C42OC,1
COC12C3C4(C#CC(=O)[O-])C5C(C1(C#CC(=O)[O-])C53C=O)C42C=O,1
CCOC12C3C4(N)C1(C#CC(=O)[O-])C1(N)C4(OCC)C3(C#CC(=O)[O-])C21OCC,1
CCOC12C3C4C5C3(C#CC(=O)[O-])C1(N)C5(OCC)C42C#CC(=O)[O-],1
CCOC12C3C4C1(C#CC(=O)[O-])C1(N)C2C3(C#CC(=O)[O-])C41OCC,1
CC12C3C4(C#CC(=O)[O-])C5C3(c3ccccc3)C1(C#CC(=O)[O-])C5(C)C42c1ccccc1,1
CC12C3C4C1(C#CC(=O)[O-])C1(C)C4(c4ccccc4)C3(C#CC(=O)[O-])C21C,1
O=C([O-])C#CC12C3C4C5(C#CC(=O)[O-])C3(C(=O)O)C1C5(I)C42C(=O)O,1
O=C([O-])C#CC12C3C4C1(I)C1(C(=O)O)C4(C#CC(=O)[O-])C3(I)C21C(=O)O,1
O=C([O-])C#CC12C3C4C1C1(C(=O)O)C2C3(C(=O)O)C41C#CC(=O)[O-],1
CC12C3C4C5C(C41C#CC(=O)[O-])C2(C)C53C#CC(=O)[O-],1
CCC12C3C4(C#CC(=O)[O-])C5C3(C=O)C1(C#CC(=O)[O-])C5(CC)C42CC,1
O=CC12C3C4(C#CC(=O)[O-])C1C1(C=O)C4C3(C=O)C21C#CC(=O)[O-],1
O=C([O-])C#CC12C3C4C1C1(F)C4(C#CC(=O)[O-])C3C21F,1
COC12C3C4C5C3(C#CC(=O)[O-])C1C5(C#N)C42C#CC(=O)[O-],1
O=C([O-])C#CC12C3C4C1C1(c5ccccc5)C2C3C41C#CC(=O)[O-],1
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(CC1(Cl)Cl)C(Cl)(Cl)C2,1
COC1CC2(C#CC(=O)[O-])C(OC)CC1(C#CC(=O)[O-])C(Cl)C2Cl,1
CNC1CC2(C#CC(=O)[O-])C(NC)CC1(C#CC(=O)[O-])C(F)C2F,1
O=C([O-])C#CC12CC(Br)C(C#CC(=O)[O-])(C(Br)C1Br)C(F)(Br)C2Br,1
O=C([O-])C#CC12CC(F)(Br)C(C#CC(=O)[O-])(C(Br)C1F)C(Br)C2Br,1
O=C([O-])C#CC12CC(F)C(C#CC(=O)[O-])(C(Br)C1F)C(F)(Br)C2(F)F,1
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(C(F)C1)C(F)C2F,1
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(C(F)C1)C(F)C2Br,1
O=C([O-])C#CC12CC(Br)C(C#CC(=O)[O-])(CC1Cl)C(Cl)(Cl)C2,1
O=C([O-])C#CC12CC(Br)C(C#CC(=O)[O-])(C(Cl)(Cl)C1Br)C(Br)(Br)C2Cl,1
O=C([O-])C#CC12CC(Cl)(Br)C(C#CC(=O)[O-])(CC1Cl)CC2Br,1
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(CC1Cl)C(Br)C2,1
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(CC1Cl)C(Cl)(Cl)C2Cl,1
O=C([O-])C#CC12C3C4C1C1(Cl)C4(C#CC(=O)[O-])C3C21Cl,1
O=C([O-])C#CC12CC(Cl)(Cl)C(C#CC(=O)[O-])(CC1Cl)C(Cl)(Cl)C2Cl,1
O=C([O-])C#CC12CC(Cl)C(C#CC(=O)[O-])(C(Cl)C1)C(Cl)C2,1
O=C([O-])C#CC12CC(Cl)C(C#CC(=O)[O-])(C(Cl)C1Cl)C(Cl)(Cl)C2Cl,1
[O]S([O])(O)C1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,1
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(C(O)C1)C(O)C2,1
CCCC1C(I)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2I,1
NC1C(O)C2(C#CC(=O)[O-])CC(O)C1(C#CC(=O)[O-])C(N)(O)C2(N)O,1
NC1C2(C#CC(=O)[O-])CC(N)(O)C(C#CC(=O)[O-])(C1(N)O)C(O)(O)C2N,1
NC1C(N)C2(C#CC(=O)[O-])C(N)CC1(C#CC(=O)[O-])CC2(N)O,1
NC1C(O)C2(C#CC(=O)[O-])C(O)CC1(C#CC(=O)[O-])C(N)C2O,1
NC1C(O)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(O)C2(N)O,1
CCCOC1CC2(C#CC(=O)[O-])CCC1([C][C]C(=O)[O-])C(OC)(OCCC)C2,1
COC1(OC)CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,1
COC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(OC)C2(O)O,1
CC12C3(I)C4(I)C5(I)C(I)(C1(I)C35C#CC(=O)[O-])C24C#CC(=O)[O-],1
O=C([O-])C#CC12C3C4(F)C1(F)C1(F)C2(F)C3(F)C41C#CC(=O)[O-],1
O=C([O-])C#CC12C3C4C1C1(O)C2C3(O)C41C#CC(=O)[O-],1
O=C([O-])C#CC12C3C4C1C1(I)C2C3(I)C41C#CC(=O)[O-],1
O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(Cl)c3)nn2)cc1,1
CNc1cc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)ccc1C(=O)[O-],1
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(CC1)C(O)(O)C2O,1
[O]S([O])(O)C1CC2(C#CC(=O)[O-])C(S([O])([O])O)CC1(C#CC(=O)[O-])C(S([O])([O])O)C2S([O])([O])O,1
O=C([O-])c1ccc(-c2c(F)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)cc1,1
O=C([O-])C#CC12CC(Cl)C(C#CC(=O)[O-])(C(F)C1Cl)C(F)(F)C2(Cl)Cl,1
O=C([O-])c1ccc(-c2cc(Br)c(C(=O)[O-])c(Cl)c2Cl)cc1,1
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(C(Br)C1)C(Cl)(Br)C2Cl,1
Cc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],1
Cc1c(N)c(-c2ccc(C(=O)[O-])cc2)cc(N)c1C(=O)[O-],1
Cc1c(C(=O)[O-])cc(N)c(-c2ccc(C(=O)[O-])cc2)c1N,1
CC12C3C4C5(N)C3(C#CC(=O)[O-])C1C5(C)C42C#CC(=O)[O-],1
CC12C3C4C5C3(C#CC(=O)[O-])C1C5(N)C42C#CC(=O)[O-],1
Nc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1,1
CNC12C3C4C5C(C41C#CC(=O)[O-])C2(NC)C53C#CC(=O)[O-],1
CNc1cc(C(=O)[O-])cc(Cl)c1-c1ccc(C(=O)[O-])cc1,1
CNc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],1
CNc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1Cl,1
CNC12C3C4(C#CC(=O)[O-])C5C3(OC)C1(C#CC(=O)[O-])C5(NC)C42NC,1
CNc1cc(C(=O)[O-])c(OC)cc1-c1ccc(C(=O)[O-])c(OC)c1,1
CNc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])c(OC)c1,1
CCOC12C3C4C5C(C41C#CC(=O)[O-])C2(c1ccccc1)C53C#CC(=O)[O-],1
CCOc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1,1
[O]S([O])(O)C12C3C4C1(C#CC(=O)[O-])C1C4(C=O)C3(C#CC(=O)[O-])C12C=O,1
O=Cc1cc(-c2ccc(C(=O)[O-])c(C=O)c2)ccc1C(=O)[O-],1
[O]S([O])([O])c1cc(-c2ccc(C(=O)[O-])cc2)cc(S([O])([O])O)c1C(=O)[O-],1
Nc1cc(C(=O)[O-])ccc1-c1c(F)c(N)c(C(=O)[O-])c(F)c1F,1
NC12C3C4(C#CC(=O)[O-])C1C1(F)C4(F)C3(N)C21C#CC(=O)[O-],1
NC12C3C4C5(N)C3(C#CC(=O)[O-])C1C5(F)C42C#CC(=O)[O-],1
Nc1c(C(=O)[O-])ccc(-c2cc(F)c(C(=O)[O-])cc2F)c1F,1
Nc1cc(C(=O)[O-])c(F)cc1-c1c(N)cc(C(=O)[O-])c(F)c1F,1
CCc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],1
CCC12C3C4C1(C#CC(=O)[O-])C1C4(NC)C3(C#CC(=O)[O-])C12NC,1
CCc1cc(-c2ccc(C(=O)[O-])cc2)c(NC)cc1C(=O)[O-],1
Nc1c(C(=O)[O-])ccc(-c2ccc(C(=O)[O-])cc2Cl)c1N,1
Nc1cc(C(=O)[O-])c(Cl)c(Cl)c1-c1cc(Cl)c(C(=O)[O-])c(Cl)c1,1
NC12C3(C#CC(=O)[O-])C4C5C3C1(Cl)C5(C#CC(=O)[O-])C42Cl,1
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(Cl)c2)cc1,1
CCCOC12C3C4C5C(C1C53C#CC(=O)[O-])C42C#CC(=O)[O-],1
CCCOc1cc(C(=O)[O-])cc(OCCC)c1-c1ccc(C(=O)[O-])cc1,1
CC12C3C4C5(C)C3(C#CC(=O)[O-])C1C5(C)C42C#CC(=O)[O-],1
CNC12C3C4C5C3(C#CC(=O)[O-])C1C5(NC)C42C#CC(=O)[O-],1
N#Cc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-],1
N#Cc1cc(-c2ccc(C(=O)[O-])cc2)cc(C#N)c1C(=O)[O-],1
N#Cc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1,1
[O]S([O])(O)c1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-],1
[O]S([O])(O)c1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1,1
CCOc1cc(C#CC(=O)[O-])cc(-c2ccccc2)c1C#CC(=O)[O-],1
O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(-c2ccccc2)c1,1
COc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],1
O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(Cl)c1Cl,1
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2Cl)cc1,1
O=C([O-])c1ccc(-c2cc(F)c(C(=O)[O-])cc2F)cc1,1
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(O)c2O)c(F)c1,1
COc1c(C#CC(=O)[O-])ccc(C#CC(=O)[O-])c1C,1
COc1c(C)c(C#CC(=O)[O-])c(OC)c(C)c1C#CC(=O)[O-],1
COc1c(C)c(C#CC(=O)[O-])cc(C)c1C#CC(=O)[O-],1
COc1c(C)c(-c2ccc(C(=O)[O-])cc2)c(C)c(C)c1C(=O)[O-],1
COc1cc(C(=O)[O-])c(C)cc1-c1cc(C)c(C(=O)[O-])c(OC)c1OC,1
Cc1cc(C(=O)[O-])ccc1-c1cc(C)c(C(=O)[O-])c(C)c1,1
CCCc1c(C(=O)[O-])ccc(-c2ccc(C(=O)[O-])cc2F)c1F,1
CCCc1cc(C#CC(=O)[O-])cc(F)c1C#CC(=O)[O-],1
CCCc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1,1
CCc1c(C#CC(=O)[O-])ccc(C#CC(=O)[O-])c1CC,1
CCc1cc(-c2c(CC)cc(C(=O)[O-])c(CC)c2CC)ccc1C(=O)[O-],1
CCc1cc(C(=O)[O-])c(CC)c(CC)c1-c1ccc(C(=O)[O-])cc1,1
CCc1cc(C(=O)[O-])cc(CC)c1-c1ccc(C(=O)[O-])cc1,1
COc1c(C(=O)[O-])c(Cl)c2ccc3cc(C(=O)[O-])c(OC)c4c(OC)cc1c2c34,1
COc1cc(C#CC(=O)[O-])c(Cl)c(OC)c1C#CC(=O)[O-],1
O=C([O-])c1cc2cc(Cl)c3c(Cl)c(C(=O)[O-])cc4c(Cl)c(Cl)c(c1)c2c43,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])c(Cl)c4ccc(c1)c2c34,1
O=C([O-])C#Cc1cc(I)c(C#CC(=O)[O-])cc1I,1
O=C([O-])c1cc2cc(I)c3c(I)c(C(=O)[O-])cc4cc(I)c(c1I)c2c43,1
O=C([O-])c1cc2ccc3cc(C(=O)[O-])c(I)c4c(I)cc(c1I)c2c34,1
CCc1cc(C#CC(=O)[O-])cc(CC)c1C#CC(=O)[O-],1
CCc1cc(C#CC(=O)[O-])cc(NC)c1C#CC(=O)[O-],1
CNc1cc2cc(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
O=C([O-])C#Cc1cc(C(=O)O)c(C#CC(=O)[O-])c(C(=O)O)c1,1
Nc1c(C#CC(=O)[O-])ccc(C#CC(=O)[O-])c1N,1
COc1cc(C#CC(=O)[O-])c(OC)c(OC)c1C#CC(=O)[O-],1
Cc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-],1
CCc1c(F)c(C#CC(=O)[O-])c(CC)c(CC)c1C#CC(=O)[O-],1
CCc1c(F)c(C#CC(=O)[O-])c(F)c(F)c1C#CC(=O)[O-],1
CCC12C3C4C5C(C41C#CC(=O)[O-])C2(CC)C53C#CC(=O)[O-],1
CCC12C3C4C5C3(C#CC(=O)[O-])C1C5(c1ccccc1)C42C#CC(=O)[O-],1
CNc1c(C#CC(=O)[O-])ccc(C#CC(=O)[O-])c1Cl,1
COC12C3C4(C#CC(=O)[O-])C1(Br)C1C2(C#CC(=O)[O-])C3(OC)C14OC,1
COc1c(Br)c(C#CC(=O)[O-])c(OC)c(Br)c1C#CC(=O)[O-],1
COc1c(Br)c(C#CC(=O)[O-])cc(Br)c1C#CC(=O)[O-],1
N#CC12C3C4(I)C5(I)C3(C#CC(=O)[O-])C1(C#N)C5(I)C42C#CC(=O)[O-],1
N#Cc1c(I)c(C#CC(=O)[O-])c(C#N)c(C#N)c1C#CC(=O)[O-],1
N#Cc1c(C#CC(=O)[O-])cc(I)c(C#CC(=O)[O-])c1C#N,1
N#Cc1cc(C#CC(=O)[O-])c(C#N)c(C#N)c1C#CC(=O)[O-],1
O=C([O-])C#Cc1cc(I)c(C#CC(=O)[O-])c(I)c1I,1
O=Cc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-],1
O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(F)c1F,1
CNc1c(C#CC(=O)[O-])c(I)c(I)c(C#CC(=O)[O-])c1NC,1
O=C([O-])C#Cc1c(Br)c(Br)c(C#CC(=O)[O-])c(C(=O)O)c1C(=O)O,1
Nc1cc(C#Cc2ccc(C(=O)[O-])c(Cl)c2)c(Cl)c(N)c1C(=O)[O-],1
Nc1c(N)c(C(=O)[O-])c(N)c(N)c1C#Cc1c(N)c(N)c(C(=O)[O-])c(N)c1Cl,1
Nc1c(N)c(C#CC(=O)[O-])c(Cl)c(Cl)c1C#CC(=O)[O-],1
Nc1cc(C#CC(=O)[O-])c(N)c(Cl)c1C#CC(=O)[O-],1
Nc1cc(C#Cc2cc(Cl)c(C(=O)[O-])c(N)c2Cl)cc(Cl)c1C(=O)[O-],1
CNc1cc(C#Cc2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],1
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(C(=O)O)c2)cc1,1
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(Cl)c2Cl)cc1,1
O=C([O-])c1ccc(C#Cc2c(Cl)cc(C(=O)[O-])c(Cl)c2Cl)cc1,1
O=C([O-])C#CC12CC(Cl)C(C#CC(=O)[O-])(CC1Cl)C(Cl)(Cl)C2,1
CNC1(F)CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,1
CNC1C(F)C2(C#CC(=O)[O-])CC(F)C1(C#CC(=O)[O-])CC2F,1
CNc1c(C(=O)[O-])ccc(C#Cc2ccc(C(=O)[O-])cc2)c1F,1
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(F)c2F)c(F)c1,1
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(F)c2)cc1,1
O=C([O-])C#CC12C3C4C1C1(I)C2C3C41C#CC(=O)[O-],1
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(I)c2)cc1,1
CNc1cc(C#Cc2ccc(C(=O)[O-])cc2)c(C=O)cc1C(=O)[O-],1
